settlement_id,payment_id,utr,merchant_id,bank_account_num,ifsc,gross_amount_inr,net_amount_inr,status,failure_reason,initiated_at,settled_at
setl_demo_0439,pay_demo_0439,DEMO00000000439,acc_demo_015,XXXXXX9439,HDFC0001234,843.0,823.11,processed,,2026-09-26 02:00:00,2026-09-26 04:00:00
setl_demo_0440,pay_demo_0440,,acc_demo_016,XXXXXX9440,HDFC0001234,980.0,956.87,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-26 05:00:00,
setl_demo_0441,pay_demo_0441,DEMO00000000441,acc_demo_017,XXXXXX9441,HDFC0001234,1117.0,1090.64,processed,,2026-09-26 08:00:00,2026-09-26 10:00:00
setl_demo_0442,pay_demo_0442,DEMO00000000442,acc_demo_018,XXXXXX9442,HDFC0001234,1254.0,1224.41,processed,,2026-09-26 11:00:00,2026-09-26 13:00:00
setl_demo_0443,pay_demo_0443,DEMO00000000443,acc_demo_019,XXXXXX9443,HDFC0001234,1391.0,1358.17,processed,,2026-09-26 14:00:00,2026-09-26 16:00:00
setl_demo_0444,pay_demo_0444,DEMO00000000444,acc_demo_020,XXXXXX9444,HDFC0001234,1528.0,1491.94,processed,,2026-09-26 17:00:00,2026-09-26 19:00:00
setl_demo_0445,pay_demo_0445,DEMO00000000445,acc_demo_021,XXXXXX9445,HDFC0001234,1665.0,1625.71,processed,,2026-09-26 20:00:00,2026-09-26 22:00:00
setl_demo_0446,pay_demo_0446,DEMO00000000446,acc_demo_022,XXXXXX9446,HDFC0001234,1802.0,1759.47,processed,,2026-09-26 23:00:00,2026-09-27 01:00:00
setl_demo_0447,pay_demo_0447,DEMO00000000447,acc_demo_023,XXXXXX9447,HDFC0001234,1939.0,1893.24,processed,,2026-09-27 02:00:00,2026-09-27 04:00:00
setl_demo_0448,pay_demo_0448,DEMO00000000448,acc_demo_024,XXXXXX9448,HDFC0001234,2076.0,2027.01,processed,,2026-09-27 05:00:00,2026-09-27 07:00:00
setl_demo_0449,pay_demo_0449,DEMO00000000449,acc_demo_025,XXXXXX9449,HDFC0001234,2213.0,2160.77,processed,,2026-09-27 08:00:00,2026-09-27 10:00:00
setl_demo_0450,pay_demo_0450,DEMO00000000450,acc_demo_001,XXXXXX9450,HDFC0001234,2350.0,2294.54,processed,,2026-09-27 11:00:00,2026-09-27 13:00:00
setl_demo_0451,pay_demo_0451,DEMO00000000451,acc_demo_002,XXXXXX9451,HDFC0001234,2487.0,2428.31,processed,,2026-09-27 14:00:00,2026-09-27 16:00:00
setl_demo_0452,pay_demo_0452,DEMO00000000452,acc_demo_003,XXXXXX9452,HDFC0001234,2624.0,2562.07,processed,,2026-09-27 17:00:00,2026-09-27 19:00:00
setl_demo_0453,pay_demo_0453,DEMO00000000453,acc_demo_004,XXXXXX9453,HDFC0001234,2761.0,2695.84,processed,,2026-09-27 20:00:00,2026-09-27 22:00:00
setl_demo_0454,pay_demo_0454,DEMO00000000454,acc_demo_005,XXXXXX9454,HDFC0001234,2898.0,2829.61,processed,,2026-09-27 23:00:00,2026-09-28 01:00:00
setl_demo_0455,pay_demo_0455,DEMO00000000455,acc_demo_006,XXXXXX9455,HDFC0001234,3035.0,2963.37,processed,,2026-09-28 02:00:00,2026-09-28 04:00:00
setl_demo_0456,pay_demo_0456,DEMO00000000456,acc_demo_007,XXXXXX9456,HDFC0001234,3172.0,3097.14,processed,,2026-09-28 05:00:00,2026-09-28 07:00:00
setl_demo_0457,pay_demo_0457,DEMO00000000457,acc_demo_008,XXXXXX9457,HDFC0001234,3309.0,3230.91,processed,,2026-09-28 08:00:00,2026-09-28 10:00:00
setl_demo_0458,pay_demo_0458,DEMO00000000458,acc_demo_009,XXXXXX9458,HDFC0001234,3446.0,3364.67,processed,,2026-09-28 11:00:00,2026-09-28 13:00:00
setl_demo_0459,pay_demo_0459,DEMO00000000459,acc_demo_010,XXXXXX9459,HDFC0001234,3583.0,3498.44,processed,,2026-09-28 14:00:00,2026-09-28 16:00:00
setl_demo_0460,pay_demo_0460,,acc_demo_011,XXXXXX9460,HDFC0001234,3720.0,3632.21,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-09-28 17:00:00,
setl_demo_0461,pay_demo_0461,DEMO00000000461,acc_demo_012,XXXXXX9461,HDFC0001234,3857.0,3765.97,processed,,2026-09-28 20:00:00,2026-09-28 22:00:00
setl_demo_0462,pay_demo_0462,DEMO00000000462,acc_demo_013,XXXXXX9462,HDFC0001234,3994.0,3899.74,processed,,2026-09-28 23:00:00,2026-09-29 01:00:00
setl_demo_0463,pay_demo_0463,DEMO00000000463,acc_demo_014,XXXXXX9463,HDFC0001234,4131.0,4033.51,processed,,2026-09-29 02:00:00,2026-09-29 04:00:00
setl_demo_0464,pay_demo_0464,DEMO00000000464,acc_demo_015,XXXXXX9464,HDFC0001234,4268.0,4167.28,processed,,2026-09-29 05:00:00,2026-09-29 07:00:00
setl_demo_0465,pay_demo_0465,DEMO00000000465,acc_demo_016,XXXXXX9465,HDFC0001234,4405.0,4301.04,processed,,2026-09-29 08:00:00,2026-09-29 10:00:00
setl_demo_0466,pay_demo_0466,DEMO00000000466,acc_demo_017,XXXXXX9466,HDFC0001234,4542.0,4434.81,processed,,2026-09-29 11:00:00,2026-09-29 13:00:00
setl_demo_0467,pay_demo_0467,DEMO00000000467,acc_demo_018,XXXXXX9467,HDFC0001234,4679.0,4568.58,processed,,2026-09-29 14:00:00,2026-09-29 16:00:00
setl_demo_0468,pay_demo_0468,DEMO00000000468,acc_demo_019,XXXXXX9468,HDFC0001234,4816.0,4702.34,processed,,2026-09-29 17:00:00,2026-09-29 19:00:00
setl_demo_0469,pay_demo_0469,DEMO00000000469,acc_demo_020,XXXXXX9469,HDFC0001234,4953.0,4836.11,processed,,2026-09-29 20:00:00,2026-09-29 22:00:00
setl_demo_0470,pay_demo_0470,,acc_demo_021,XXXXXX9470,HDFC0001234,5090.0,4969.88,failed,BENEFICIARY_ACCOUNT_REJECTED: Demo failure scenario,2026-09-29 23:00:00,
setl_demo_0471,pay_demo_0471,DEMO00000000471,acc_demo_022,XXXXXX9471,HDFC0001234,5227.0,5103.64,processed,,2026-09-30 02:00:00,2026-09-30 04:00:00
setl_demo_0472,pay_demo_0472,DEMO00000000472,acc_demo_023,XXXXXX9472,HDFC0001234,5364.0,5237.41,processed,,2026-09-30 05:00:00,2026-09-30 07:00:00
setl_demo_0473,pay_demo_0473,DEMO00000000473,acc_demo_024,XXXXXX9473,HDFC0001234,5501.0,5371.18,processed,,2026-09-30 08:00:00,2026-09-30 10:00:00
setl_demo_0474,pay_demo_0474,DEMO00000000474,acc_demo_025,XXXXXX9474,HDFC0001234,5638.0,5504.94,processed,,2026-09-30 11:00:00,2026-09-30 13:00:00
setl_demo_0475,pay_demo_0475,DEMO00000000475,acc_demo_001,XXXXXX9475,HDFC0001234,5775.0,5638.71,processed,,2026-09-30 14:00:00,2026-09-30 16:00:00
setl_demo_0476,pay_demo_0476,DEMO00000000476,acc_demo_002,XXXXXX9476,HDFC0001234,5912.0,5772.48,processed,,2026-09-30 17:00:00,2026-09-30 19:00:00
setl_demo_0477,pay_demo_0477,DEMO00000000477,acc_demo_003,XXXXXX9477,HDFC0001234,6049.0,5906.24,processed,,2026-09-30 20:00:00,2026-09-30 22:00:00
setl_demo_0478,pay_demo_0478,DEMO00000000478,acc_demo_004,XXXXXX9478,HDFC0001234,6186.0,6040.01,processed,,2026-09-30 23:00:00,2026-10-01 01:00:00
setl_demo_0479,pay_demo_0479,DEMO00000000479,acc_demo_005,XXXXXX9479,HDFC0001234,6323.0,6173.78,processed,,2026-10-01 02:00:00,2026-10-01 04:00:00
setl_demo_0480,pay_demo_0480,,acc_demo_006,XXXXXX9480,HDFC0001234,6460.0,6307.54,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-10-01 05:00:00,
setl_demo_0481,pay_demo_0481,DEMO00000000481,acc_demo_007,XXXXXX9481,HDFC0001234,6597.0,6441.31,processed,,2026-10-01 08:00:00,2026-10-01 10:00:00
setl_demo_0482,pay_demo_0482,DEMO00000000482,acc_demo_008,XXXXXX9482,HDFC0001234,6734.0,6575.08,processed,,2026-10-01 11:00:00,2026-10-01 13:00:00
setl_demo_0483,pay_demo_0483,DEMO00000000483,acc_demo_009,XXXXXX9483,HDFC0001234,6871.0,6708.84,processed,,2026-10-01 14:00:00,2026-10-01 16:00:00
setl_demo_0484,pay_demo_0484,DEMO00000000484,acc_demo_010,XXXXXX9484,HDFC0001234,7008.0,6842.61,processed,,2026-10-01 17:00:00,2026-10-01 19:00:00
setl_demo_0485,pay_demo_0485,DEMO00000000485,acc_demo_011,XXXXXX9485,HDFC0001234,7145.0,6976.38,processed,,2026-10-01 20:00:00,2026-10-01 22:00:00
setl_demo_0486,pay_demo_0486,DEMO00000000486,acc_demo_012,XXXXXX9486,HDFC0001234,7282.0,7110.14,processed,,2026-10-01 23:00:00,2026-10-02 01:00:00
setl_demo_0487,pay_demo_0487,DEMO00000000487,acc_demo_013,XXXXXX9487,HDFC0001234,7419.0,7243.91,processed,,2026-10-02 02:00:00,2026-10-02 04:00:00
setl_demo_0488,pay_demo_0488,DEMO00000000488,acc_demo_014,XXXXXX9488,HDFC0001234,7556.0,7377.68,processed,,2026-10-02 05:00:00,2026-10-02 07:00:00
setl_demo_0489,pay_demo_0489,DEMO00000000489,acc_demo_015,XXXXXX9489,HDFC0001234,7693.0,7511.45,processed,,2026-10-02 08:00:00,2026-10-02 10:00:00
setl_demo_0490,pay_demo_0490,DEMO00000000490,acc_demo_016,XXXXXX9490,HDFC0001234,7830.0,7645.21,processed,,2026-10-02 11:00:00,2026-10-02 13:00:00
setl_demo_0491,pay_demo_0491,DEMO00000000491,acc_demo_017,XXXXXX9491,HDFC0001234,7967.0,7778.98,processed,,2026-10-02 14:00:00,2026-10-02 16:00:00
setl_demo_0492,pay_demo_0492,DEMO00000000492,acc_demo_018,XXXXXX9492,HDFC0001234,8104.0,7912.75,processed,,2026-10-02 17:00:00,2026-10-02 19:00:00
setl_demo_0493,pay_demo_0493,DEMO00000000493,acc_demo_019,XXXXXX9493,HDFC0001234,8241.0,8046.51,processed,,2026-10-02 20:00:00,2026-10-02 22:00:00
setl_demo_0494,pay_demo_0494,DEMO00000000494,acc_demo_020,XXXXXX9494,HDFC0001234,8378.0,8180.28,processed,,2026-10-02 23:00:00,2026-10-03 01:00:00
setl_demo_0495,pay_demo_0495,DEMO00000000495,acc_demo_021,XXXXXX9495,HDFC0001234,8515.0,8314.05,processed,,2026-10-03 02:00:00,2026-10-03 04:00:00
setl_demo_0496,pay_demo_0496,DEMO00000000496,acc_demo_022,XXXXXX9496,HDFC0001234,8652.0,8447.81,processed,,2026-10-03 05:00:00,2026-10-03 07:00:00
setl_demo_0497,pay_demo_0497,DEMO00000000497,acc_demo_023,XXXXXX9497,HDFC0001234,8789.0,8581.58,processed,,2026-10-03 08:00:00,2026-10-03 10:00:00
setl_demo_0498,pay_demo_0498,DEMO00000000498,acc_demo_024,XXXXXX9498,HDFC0001234,8926.0,8715.35,processed,,2026-10-03 11:00:00,2026-10-03 13:00:00
setl_demo_0499,pay_demo_0499,DEMO00000000499,acc_demo_025,XXXXXX9499,HDFC0001234,9063.0,8849.11,processed,,2026-10-03 14:00:00,2026-10-03 16:00:00
setl_demo_0500,pay_demo_0500,,acc_demo_001,XXXXXX9500,HDFC0001234,9200.0,8982.88,pending,BANK_HOLIDAY_DELAY: Batch awaiting next clearing window,2026-10-03 17:00:00,
